CollegeID,CourseId,StreamId,Duration,AnnualFees,InternationalFees,Eligibility
8,561,1,4 Years,"84,000/-"," $2,500.00 ",Passed 10+2 examination with Physics and Mathematics as compulsory subjects along with one of the Chemistry /Biotechnology / Biology / Technical Vocational subject.Obtained at least 45% marks (40% in case of candidate belonging to reserved category) in the above subjects taken together.
8,562,1,4 Years,N.A," $2,500.00 ",N.A
8,563,1,4 Years,"84,000/-"," $2,500.00 ",Passed 10+2 examination with Physics and Mathematics as compulsory subjects along with one of the Chemistry /Biotechnology / Biology / Technical Vocational subject.Obtained at least 45% marks (40% in case of candidate belonging to reserved category) in the above subjects taken together.
8,564,1,4 Years,"84,000/-"," $2,500.00 ",Passed 10+2 examination with Physics and Mathematics as compulsory subjects along with one of the Chemistry /Biotechnology / Biology / Technical Vocational subject.Obtained at least 45% marks (40% in case of candidate belonging to reserved category) in the above subjects taken together.
8,565,1,4 Years,"84,000/-"," $2,500.00 ",Passed 10+2 examination with Physics and Mathematics as compulsory subjects along with one of the Chemistry /Biotechnology / Biology / Technical Vocational subject.Obtained at least 45% marks (40% in case of candidate belonging to reserved category) in the above subjects taken together.
8,566,1,4 Years,"84,000/-"," $2,500.00 ",Passed 10+2 examination with Physics and Mathematics as compulsory subjects along with one of the Chemistry /Biotechnology / Biology / Technical Vocational subject.Obtained at least 45% marks (40% in case of candidate belonging to reserved category) in the above subjects taken together.
8,567,2,5 Years,"60,000/-"," $1,500.00 ",Pass in 10+ 2 in any stream
8,568,2,3 Years,N.A," $2,500.00 ",N.A
8,569,2,3 Years,"1,80,000/-"," $3,000.00 ",passed in 10+2 in any stream 
8,570,1,3 Years,"90,000/-", N.A ,Passed 10+2 examination with Physics and Mathematics as compulsory subjects along with one of the Chemistry /Biotechnology / Biology / Technical Vocational subject.Obtained at least 45% marks (40% in case of candidate belonging to reserved category) in the above subjects taken together.
8,571,6,3 Years,"60,000/-"," $1,500.00 ",B.Sc. with Biology/Biotechnology/BVSc./B.Pharma/BPT/B.Sc. Food Science Tech./B.Sc. Microbiology/B.Sc. Nursing /BMIT 
8,572,6,3 Years,"60,000/-"," $1,500.00 ",B.Sc. with Biology/Biotechnology/BVSc./B.Pharma/BPT/B.Sc. Food Science Tech./B.Sc. Microbiology/B.Sc. Nursing /BMIT 
8,573,6,3 Years,"60,000/-"," $1,500.00 ",B.Sc. with Biology/Biotechnology/BVSc./B.Pharma/BPT/B.Sc. Food Science Tech./B.Sc. Microbiology/B.Sc. Nursing /BMIT 
8,574,6,3 Years,"60,000/-"," $1,500.00 ",B.Sc. with Biology/Biotechnology/BVSc./B.Pharma/BPT/B.Sc. Food Science Tech./B.Sc. Microbiology/B.Sc. Nursing /BMIT 
8,575,6,5 Years,"60,000/-"," $1,500.00 ","The Candidates should have passed: B.Sc. (Hons)/B.Sc. in full subjects with (Hons.) in concerned subject/B.Sc. with concerned subject/ BA with Mathematics as one of the main subjects (for M.Sc. Mathematics) from any recognized University, securing at least 50% marks in aggregate (45% marks in case of SC/ST candidates"
8,576,6,5 Years,"60,000/-"," $1,500.00 ","The Candidates should have passed: B.Sc. (Hons)/B.Sc. in full subjects with (Hons.) in concerned subject/B.Sc. with concerned subject/ BA with Mathematics as one of the main subjects (for M.Sc. Mathematics) from any recognized University, securing at least 50% marks in aggregate (45% marks in case of SC/ST candidates"
8,577,6,2 Years,"1,00,000/-"," $2,000.00 ","The Candidates should have passed: B.Sc. (Hons)/B.Sc. in full subjects with (Hons.) in concerned subject/B.Sc. with concerned subject/ BA with Mathematics as one of the main subjects (for M.Sc. Mathematics) from any recognized University, securing at least 50% marks in aggregate (45% marks in case of SC/ST candidates"
8,578,6,5 Years,"1,00,000/-"," $2,000.00 ","The Candidates should have passed: B.Sc. (Hons)/B.Sc. in full subjects with (Hons.) in concerned subject/B.Sc. with concerned subject/ BA with Mathematics as one of the main subjects (for M.Sc. Mathematics) from any recognized University, securing at least 50% marks in aggregate (45% marks in case of SC/ST candidates"
8,579,6,4 Years,"1,00,000/-"," $2,000.00 ",10+2 class passed with Science (PCB) & English Core/English Elective with aggregate of 45% marks from recognized board under AISSCE/CBSE/ICSE/SSCE/HSCE                                               OR                                                                                Students appearing in 10+2 examination in Science conducted by National Institute of Open School with 45% marks.
8,580,6,3 Years,"69,000/-"," $1,500.00 ","10+2 class passed preferably Science (PCB) & English with aggregate of 40% marks                .OR
10+2 in Arts (Mathematics, Biotechnology, Economics, Political Science, History, Geography, Business Studies, Accountancy, Home Science, Sociology, Psychology, Philosophy) and English Core/English Elective or Health care Science - Vocational stream ONLY, passing out from recognized Board under AISSCE/CBSE/ICSE/SSCE/HSCE or other equivalent Board with 40% marks.                     OR
10+2 vocational ANM under CBSE Board or other equivalent board with 40% marks.
Registered as ANM with State Nursing Registration Council.
OR
Students qualified in 10+2 Arts or Science examination or Health care Science - Vocational stream ONLY conducted by National Institute of Open School with 40% marks.
"
