CollegeID,CourseId,StreamId,Duration,AnnualFees,InternationalFees,Eligibility
1,11,1,4 Years,"1,10,000/-", N.A ,Passed 10+2 examination with Physics and Mathematics as compulsory subjects along with one of the Chemistry /Biotechnology / Biology / Technical Vocational subject.Obtained at least 45% marks (40% in case of candidate belonging to reserved category) in the above subjects taken together.
1,12,1,4 Years,"1,10,000/-", N.A ,Passed 10+2 examination with Physics and Mathematics as compulsory subjects along with one of the Chemistry /Biotechnology / Biology / Technical Vocational subject.Obtained at least 45% marks (40% in case of candidate belonging to reserved category) in the above subjects taken together.
1,13,1,4 Years,"1,10,000/-", N.A ,Passed 10+2 examination with Physics and Mathematics as compulsory subjects along with one of the Chemistry /Biotechnology / Biology / Technical Vocational subject.Obtained at least 45% marks (40% in case of candidate belonging to reserved category) in the above subjects taken together.
1,14,1,4 Years,"1,10,000/-", N.A ,Passed 10+2 examination with Physics and Mathematics as compulsory subjects along with one of the Chemistry /Biotechnology / Biology / Technical Vocational subject.Obtained at least 45% marks (40% in case of candidate belonging to reserved category) in the above subjects taken together.
1,15,1,4 Years,"1,10,000/-", N.A ,Passed 10+2 examination with Physics and Mathematics as compulsory subjects along with one of the Chemistry /Biotechnology / Biology / Technical Vocational subject.Obtained at least 45% marks (40% in case of candidate belonging to reserved category) in the above subjects taken together.
1,16,1,4 Years,"1,10,000/-", N.A ,Passed 10+2 examination with Physics and Mathematics as compulsory subjects along with one of the Chemistry /Biotechnology / Biology / Technical Vocational subject.Obtained at least 45% marks (40% in case of candidate belonging to reserved category) in the above subjects taken together.
1,17,1,3 Years,"1,10,000/-", N.A ,Students have who passed 3 year Diploma in Engineering are eligible for Lateral Entry (join 3rd semester of the programme).
1,18,1,3 Years,"1,10,000/-", N.A ,Students have who passed 3 year Diploma in Engineering are eligible for Lateral Entry (join 3rd semester of the programme).
1,19,1,3 Years,"1,10,000/-", N.A ,Students have who passed 3 year Diploma in Engineering are eligible for Lateral Entry (join 3rd semester of the programme).
1,20,1,3 Years,"1,10,000/-", N.A ,Students have who passed 3 year Diploma in Engineering are eligible for Lateral Entry (join 3rd semester of the programme).
1,21,1,3 Years,"1,10,000/-", N.A ,Students have who passed 3 year Diploma in Engineering are eligible for Lateral Entry (join 3rd semester of the programme).
1,22,1,2 Years (Full Time) /3 Years (Part Time),"75,550/- (Full Time)/50400/- (Part Time)", N.A ,"Bachelor’s degree or equivalent in the relevant field, Obtained at least 50% marks (45% in case of reserved category)"
1,23,1,2 Years (Full Time) /3 Years (Part Time),"75,550/- (Full Time)/50400/- (Part Time)", N.A ,"Bachelor’s degree or equivalent in the relevant field, Obtained at least 50% marks (45% in case of reserved category)"
1,24,1,2 Years (Full Time) /3 Years (Part Time),"75,550/- (Full Time)/50400/- (Part Time)", N.A ,"Bachelor’s degree or equivalent in the relevant field, Obtained at least 50% marks (45% in case of reserved category)"
1,25,1,2 Years (Full Time) /3 Years (Part Time),"75,550/- (Full Time)/50400/- (Part Time)", N.A ,"Bachelor’s degree or equivalent in the relevant field, Obtained at least 50% marks (45% in case of reserved category)"
1,26,1,2 Years (Full Time) /3 Years (Part Time),"75,550/- (Full Time)/50400/- (Part Time)", N.A ,"Bachelor’s degree or equivalent in the relevant field, Obtained at least 50% marks (45% in case of reserved category)"
1,27,1,6 Years,"40,000/-", N.A ,Passed 10+2 examination with Physics and Mathematics as compulsory subjects along with one of the Chemistry /Biotechnology / Biology / Technical Vocational subject.Obtained at least 45% marks (40% in case of candidate belonging to reserved category) in the above subjects taken together.
1,28,1,6 Years,"40,000/-", N.A ,Passed 10+2 examination with Physics and Mathematics as compulsory subjects along with one of the Chemistry /Biotechnology / Biology / Technical Vocational subject.Obtained at least 45% marks (40% in case of candidate belonging to reserved category) in the above subjects taken together.
1,29,1,6 Years,"40,000/-", N.A ,Passed 10+2 examination with Physics and Mathematics as compulsory subjects along with one of the Chemistry /Biotechnology / Biology / Technical Vocational subject.Obtained at least 45% marks (40% in case of candidate belonging to reserved category) in the above subjects taken together.
1,30,1,6 Years,"40,000/-", N.A ,Passed 10+2 examination with Physics and Mathematics as compulsory subjects along with one of the Chemistry /Biotechnology / Biology / Technical Vocational subject.Obtained at least 45% marks (40% in case of candidate belonging to reserved category) in the above subjects taken together.
1,31,1,6 Years,"40,000/-", N.A ,Passed 10+2 examination with Physics and Mathematics as compulsory subjects along with one of the Chemistry /Biotechnology / Biology / Technical Vocational subject.Obtained at least 45% marks (40% in case of candidate belonging to reserved category) in the above subjects taken together.
1,32,1,6 Years,"40,000/-", N.A ,Passed 10+2 examination with Physics and Mathematics as compulsory subjects along with one of the Chemistry /Biotechnology / Biology / Technical Vocational subject.Obtained at least 45% marks (40% in case of candidate belonging to reserved category) in the above subjects taken together.
1,33,1,3 Years,"39,400/-", N.A ,10+ 2 with any stream/Diploma
1,34,1,3 Years,"39,400/-", N.A ,Passed 10th Std/ SSC examination. Obtained at least 35% marks at the qualifying examination
1,35,1,3 Years,"39,400/-", N.A ,Passed 10th Std/ SSC examination. Obtained at least 35% marks at the qualifying examination
1,36,1,3 Years,"39,400/-", N.A ,Passed 10th Std/ SSC examination. Obtained at least 35% marks at the qualifying examination
1,37,1,3 Years,"39,400/-", N.A ,Passed 10th Std/ SSC examination. Obtained at least 35% marks at the qualifying examination
1,38,1,2 Years,"40,400/-", N.A ,passed 10+2 (Non Medical)
1,39,1,2 Years,"40,400/-", N.A ,passed 10+2 (Non Medical)
1,40,1,2 Years,"40,400/-", N.A ,passed 10+2 (Non Medical)
1,41,1,2 Years,"40,400/-", N.A ,passed 10+2 (Non Medical)
1,42,1,2 Years,"40,400/-", N.A ,passed 10+2 (Non Medical)
1,43,1,3 Years,"39,620/-", N.A ,passed in 10th Std/ SSC examination. Obtained at least 35% marks at the qualifying examination
1,44,1,3 Years,"39,620/-", N.A ,passed in 10th Std/ SSC examination. Obtained at least 35% marks at the qualifying examination
1,45,1,3 Years,"39,620/-", N.A ,passed in 10th Std/ SSC examination. Obtained at least 35% marks at the qualifying examination
1,46,1,3 Years,"39,620/-", N.A ,passed in 10th Std/ SSC examination. Obtained at least 35% marks at the qualifying examination
1,47,1,3 Years,"39,620/-", N.A ,passed in 10th Std/ SSC examination. Obtained at least 35% marks at the qualifying examination
1,48,1,2 Years,"39,620/-", N.A ,passed in10+2 Science on vocational Technical or passed in 10th (ITI) or passed in ITI at least with one year
1,49,1,2 Years,"39,620/-", N.A ,passed in10+2 Science on vocational Technical or passed in 10th (ITI) or passed in ITI at least with one year
1,50,1,2 Years,"39,620/-", N.A ,passed in10+2 Science on vocational Technical or passed in 10th (ITI) or passed in ITI at least with one year
1,51,1,2 Years,"39,620/-", N.A ,passed in10+2 Science on vocational Technical or passed in 10th (ITI) or passed in ITI at least with one year
1,52,1,2 Years,"39,620/-", N.A ,passed in10+2 Science on vocational Technical or passed in 10th (ITI) or passed in ITI at least with one year
1,53,1,1 Year,"25,000/-", N.A ,passed in 10th Std/ SSC examination. Obtained at least 35% marks at the qualifying examination
1,54,1,2 Year,"20,000/-", N.A ,passed in 10th Std/ SSC examination. Obtained at least 35% marks at the qualifying examination
1,55,1,2 Years,"25,000/-", N.A ,passed in 10th Std/ SSC examination. Obtained at least 35% marks at the qualifying examination
1,56,7,1 Year,"15,000/-", N.A ,passed in 10th Std/ SSC examination. Obtained at least 35% marks at the qualifying examination
1,57,2,2 Years,"1,02,000/-", N.A ,All those Candidates who have passed Bachelors
1,58,2,2 Years,"1,02,000/-", N.A ,All those Candidates who have passed Bachelors
1,59,2,2 Years,"1,02,000/-", N.A ,All those Candidates who have passed Bachelors
1,60,2,2 Years,"1,02,000/-", N.A ,All those Candidates who have passed Bachelors
1,61,2,2 Years,"1,02,000/-", N.A ,All those Candidates who have passed Bachelors
1,62,2,2 Years,"1,02,000/-", N.A ,All those Candidates who have passed Bachelors
1,63,2,2 Years,"1,02,000/-", N.A ,All those Candidates who have passed Bachelors
1,64,2,2 Years,"1,02,000/-", N.A ,All those Candidates who have passed Bachelors
1,65,2,2 Years,"1,02,000/-", N.A ,All those Candidates who have passed Bachelors
1,66,2,2 Years,"1,02,000/-", N.A ,All those Candidates who have passed Bachelors
1,67,2,2 Years,"1,02,000/-", N.A ,All those Candidates who have passed Bachelors
1,68,2,2 Years,"1,02,000/-", N.A ,All those Candidates who have passed Bachelors
1,69,2,2 Years,"1,02,000/-", N.A ,All those Candidates who have passed Bachelors
1,70,2,3 Years,"51,000/-", N.A ,Candidates who have passed 10 + 2/ Candidates who have passed their Matriculation examination and have also passed 3 years diploma from state board of technical insitutions or sant longowal institute of Engineering & Technology Longowal
1,71,2,3 Years,"51,000/-", N.A ,Candidates who have passed 10 + 2/ Candidates who have passed their Matriculation examination and have also passed 3 years diploma from state board of technical insitutions or sant longowal institute of Engineering & Technology Longowal
1,72,2,3 Years,"51,000/-", N.A ,Candidates who have passed 10 + 2/ Candidates who have passed their Matriculation examination and have also passed 3 years diploma from state board of technical insitutions or sant longowal institute of Engineering & Technology Longowal
1,73,2,3 Years,"51,000/-", N.A ,Candidates who have passed 10 + 2/ Candidates who have passed their Matriculation examination and have also passed 3 years diploma from state board of technical insitutions or sant longowal institute of Engineering & Technology Longowal
1,74,2,3 Years,"51,000/-", N.A ,Candidates who have passed 10 + 2/ Candidates who have passed their Matriculation examination and have also passed 3 years diploma from state board of technical insitutions or sant longowal institute of Engineering & Technology Longowal
1,75,2,3 Years,"51,000/-", N.A ,Candidates who have passed 10 + 2/ Candidates who have passed their Matriculation examination and have also passed 3 years diploma from state board of technical insitutions or sant longowal institute of Engineering & Technology Longowal
1,76,2,3 Years,"51,000/-", N.A ,Candidates who have passed 10 + 2/ Candidates who have passed their Matriculation examination and have also passed 3 years diploma from state board of technical insitutions or sant longowal institute of Engineering & Technology Longowal
1,77,2,3 Years,"51,000/-", N.A ,Candidates who have passed 10 + 2/ Candidates who have passed their Matriculation examination and have also passed 3 years diploma from state board of technical insitutions or sant longowal institute of Engineering & Technology Longowal
1,78,2,3 Years,"51,000/-", N.A ,Candidates who have passed 10 + 2/ Candidates who have passed their Matriculation examination and have also passed 3 years diploma from state board of technical insitutions or sant longowal institute of Engineering & Technology Longowal
1,79,2,3 Years,"51,000/-", N.A ,Candidates who have passed 10 + 2/ Candidates who have passed their Matriculation examination and have also passed 3 years diploma from state board of technical insitutions or sant longowal institute of Engineering & Technology Longowal
1,80,2,5 Years,"60,000/-", N.A ,Candidates who have passed 10 + 2/ Candidates who have passed their Matriculation examination and have also passed 3 years diploma from state board of technical insitutions or sant longowal institute of Engineering & Technology Longowal
1,81,2,1 Year,"40,000/-", N.A ,Graduate In any stream
1,82,2,2 Years,"45,000/-", N.A ,B.com atleast 50% marks or equivalent CGPA
1,83,2,2 Years,"57,400/-", N.A ,B.com atleast 50% marks or equivalent CGPA
1,84,2,3 Years,"40,000/-", N.A ,passed in 10+ 2 in any stream
1,85,2,3 Years,"40,000/-", N.A ,passed in 10+ 2 in any stream
1,86,2,3 Years,"40,000/-", N.A ,passed in 10+ 2 in any stream
1,87,2,3 Years,"40,000/-", N.A ,passed in 10+ 2 in any stream
1,88,2,3 Years,"40,000/-", N.A ,passed in 10+ 2 in any stream
1,89,2,3 Years,"40,000/-", N.A ,passed in 10+ 2 in any stream
1,90,2,3 Years,"40,000/-", N.A ,passed in 10+ 2 in any stream
1,91,2,3 Years,"40,000/-", N.A ,passed in 10+ 2 in any stream
1,92,2,3 Years,"40,000/-", N.A ,passed in 10+ 2 in any stream
1,93,2,5 Years,"60,000/-", N.A ,passed in 10+ 2 in any stream
1,94,3,5 Years,"70,000/-", N.A ,passed in 10+ 2 in any stream
1,95,3,5 Years,"70,000/-", N.A ,passed in 10+ 2 in any stream
1,96,3,5 Years,"70,000/-", N.A ,passed in 10+ 2 in any stream
1,97,3,1 Year,"79,000/-", N.A ,"Passed in LLB (3years) , B.A.L.L.B(5 years) Integrated Course"
1,98,3,3 Years,"79,000/-", N.A ,Passed in Bachelors Degree in any stream
1,99,9,3 Years,"82,000/-", N.A ,"All those candidates who have passed any recognized
Bachelor’s degree of minimum three years duration with
Mathematics/ Statistics /Business Mathematics /
Business Statistics / Quantitative Techniques as
Compulsory/ Optional/ Additional Paper as one of the
subjects either at 10+2 or at graduation level.
Or
Have passed BCA course of minimum three years
duration from any recognized University."
1,100,9,2 Years,"82,000/-", N.A ,"Recognized Bachelor Degree of minimum 3 Years
duration in BCA, B.Sc. (IT/ Computer Science) with
Mathematics as a course at 10+2 level or at Graduate
Level and have obtained at least 50% (45% in case of
candidate belonging to reserved category) marks at the
qualifying Examination"
1,101,9,2 Years,"60,000/-", N.A ,passed with 50% aggregate marks in Bachelors degree (any discipline) or equivalent.
1,102,9,3 Years,"51,600/-", N.A ,"All those candidates who have passed the 10+2 or its
equivalent examination in any stream.
OR
Those candidates who have passed their Matriculation
examination AND have also passed three year Diploma
in any Trade from Punjab State Board of Technical
Education & Industrial Training, Chandigarh or such
Examination from any other recognized State Board of
Technical Education, or Sant Longowal Institute of
Engineering & Technology, Longowal."
1,103,9,2 Years,"51,600/-", N.A ,Diploma in Computer Application
1,104,1,3 Years,"51,600/-", N.A ,"All those candidates who have passed the 10+2 or its equivalent examination in any stream. OR Those candidates who have passed their Matriculation examination AND have also passed three year Diploma in any Trade from Punjab State Board of Technical Education & Industrial Training, Chandigarh or such Examination from any other recognized State Board of Technical Education, or Sant Longowal Institute of Engineering & Technology, Longowal.
"
1,105,9,3 Years,"51,600/-", N.A ,"All those candidates who have passed the 10+2 or its equivalent examination in any stream. OR Those candidates who have passed their Matriculation examination AND have also passed three year Diploma in any Trade from Punjab State Board of Technical Education & Industrial Training, Chandigarh or such Examination from any other recognized State Board of Technical Education, or Sant Longowal Institute of Engineering & Technology, Longowal.
"
1,106,9,5 Years,"60,000/-", N.A ,"All those candidates who have passed the 10+2 or its equivalent examination in any stream. OR Those candidates who have passed their Matriculation examination AND have also passed three year Diploma in any Trade from Punjab State Board of Technical Education & Industrial Training, Chandigarh or such Examination from any other recognized State Board of Technical Education, or Sant Longowal Institute of Engineering & Technology, Longowal.
"
1,107,9,1 Year,"30,000/-", N.A ,passed in 10+2 
1,108,9,1 Year,"30,000/-", N.A ,passed in Graduation in any stream
1,109,4,2 Years,"34,600/-", N.A ,passeded in Graduation  or equivalent
1,110,4,2 Years,"40,000/-", N.A ,B.Ed. With 55% Marks
1,111,4,4 Years,"50,600/-", N.A ,"passeded in 10+2 Science. The candidate should have either the
subject combination of (a) Mathematics, Physics and
Chemistry or (b) Biology, Physics and Chemistry at +2
level."
1,112,4,4 Years,"50,600/-", N.A ,passed in  10 +2 in any stream
1,113,4,2 Years,"50,600/-", N.A ,passed in Graduation with 50% Marks
1,114,4,2 Years,"45,000/-", N.A , passed in 10+2 with 50% marks
1,115,5,2 Years,"1,00,000/-", N.A ,B. Pharm (Ayurveda) from a recognized University with at least 50% marks in aggregate
1,116,5,4 Years,"1,00,000/-", N.A ,passed in 10+12  Non Medical/Medical
1,117,5,3 Years,"50,000/-", N.A ,passed in 10+12  Non Medical/Medical
1,118,5,3 Years,"1,00,000/-", N.A ,passed in Diploma in Pharmacy(Ayurvedic) with 50% marks
1,119,6,2 Years,"52,000/-", N.A ,B.SC with relavant subject required
1,120,6,2 Years,"52,000/-", N.A ,B.SC with relavant subject required
1,121,6,2 Years,"52,000/-", N.A ,B.SC with relavant subject required
1,122,6,2 Years,"52,000/-", N.A ,B.SC with relavant subject required
1,123,6,2 Years,"52,000/-", N.A ,B.SC with relavant subject required
1,124,6,2 Years,"52,000/-", N.A ,B.SC with relavant subject required
1,125,6,2 Years,"52,000/-", N.A ,B.SC with relavant subject required
1,126,6,2 Years,"52,000/-", N.A ,B.SC with relavant subject required
1,127,6,2 Years,"52,000/-", N.A ,B.SC with relavant subject required
1,128,6,2 Years,"52,000/-", N.A ,Graduation with Mathematics as one of the subject
1,129,6,2 Years,"52,000/-", N.A ,Graduation with Mathematics as one of the subject
1,130,6,2 Years,"52,000/-", N.A ,B.Sc. with Biology/Biotechnology/BVSc./B.Pharma/BPT/B.Sc. Food Science Tech./B.Sc. Microbiology/B.Sc. Nursing /BMIT 
1,131,6,2 Years,"52,000/-", N.A ,B.Sc. with Biology/Biotechnology/BVSc./B.Pharma/BPT/B.Sc. Food Science Tech./B.Sc. Microbiology/B.Sc. Nursing /BMIT 
1,132,6,2 Years,"52,000/-", N.A ,B.Sc. with Biology or equivalent
1,133,6,2 Years,"52,000/-", N.A ,B.Sc. with Biology or equivalent
1,134,6,2 Years,"60,000/-", N.A ,Bachelor of Engineering or Technology in Computer Engineering / Computer Science / Electronics & Communication/ Information Technology or M.Sc. (IT/CS/E&C) / MCA or equivalent
1,135,6,2 Years,"60,000/-", N.A ,"B. E. or B. Tech. in CE, IT,EC,CS or BCA or B. Sc. CS/ IT / Maths or equivalent"
1,136,6,2 Years,"60,000/-", N.A ,Bachelor degree in Science / Forensic Science/ Medicine / Engineering / Pharmacy or equivalent.
1,137,6,3 Years,"52,000/-", N.A , passed in 10+2 Medical
1,138,6,3 Years,"52,000/-", N.A ,passed in 10+2 Medical/Non-Medical
1,139,6,3 Years,"52,000/-", N.A ,passed in 10+2 Medical/Non-Medical
1,140,6,3 Years,"52,000/-", N.A ,passedin 10+2 Medical
1,141,6,3 Years,"60,000/-", N.A ,"passed in 10+2Medical /Subjects with
Biology/Bio Chemistry/Biotechnology"
1,142,6,3 Years,"60,000/-", N.A ,passed in 10+2 Non-Medical
1,143,6,3 Years,"52,000/-", N.A ,passed in 10+2 Non-Medical/Medical
1,144,6,3 Years,"52,000/-", N.A ,passed in 10+2 Medical
1,145,6,3 Years,"45,400/-", N.A ,passed in 10+2 Non-Medical
1,146,6,3 Years,"70,000/-", N.A ,passed in 10+2 Non-Medical
1,147,6,3 Years,"45,400/-", N.A ,passed in 10+2 Medical
1,148,6,3 Years,"45,400/-", N.A ,passed in 10+2 Non-Medical
1,149,6,3 Years,"60,000/-", N.A ,passed in 10+2 Non-Medical
1,150,6,1 Years,"50,000/-", N.A ,Bachelor degree in Science / Forensic Science/ Medicine / Engineering/Pharmacy
1,151,6,1 Years,"50,000/-", N.A ,Bachelor degree in Science / Forensic Science/ Medicine / Engineering/Pharmacy
1,152,6,1 Years,"50,000/-", N.A ,Bachelor degree in Science / Forensic Science/ Medicine / Engineering/Pharmacy
1,153,6,1 Years,"50,000/-", N.A ,Bachelor degree in Science / Forensic Science/ Medicine / Engineering/Pharmacy
1,154,6,4.5 Years,"67,000/-", N.A ,passed in  10+2 Medical
1,155,6,2 Years,"70,000/-", N.A ,passed in  B.P.T.
1,156,6,4.5 Years,"70,000/-", N.A ,passed in  10+2 Medical
1,157,6,2 Years,"70,000/-", N.A ,passed in  B.O.T.
1,158,6,2 Years,"70,000/-", N.A ,passed in  Bachelor’s Degree in (MLT or Medical or Applied Medical Science or Biosciences or Medical Science & Allied Medical or Life Sciences) or Veterinary Microbiology & Parasitology or Genetic Engineering & Biotechnology or Clinical Chemistry or Public Health & Allied Sciences 
1,159,6,2 Years,"70,000/-", N.A ,passed in  Bachelor’s Degree in (MLT or Medical or Applied Medical Science or Biosciences or Medical Science & Allied Medical or Life Sciences) or Veterinary Microbiology & Parasitology or Genetic Engineering & Biotechnology or Clinical Chemistry or Public Health & Allied Sciences 
1,160,6,3 Years,"67,000/-", N.A ,passed in 10+2 Medical
1,161,6,2 Years,"67,000/-", N.A ,"3 Years Dip (MLT) after 10th
or 3 Years Dip (Nursing) after 10th
or 2 Years Dip (Pharma) after 10+2"
1,162,6,5 Years,"40,000/-", N.A ,passed in 10th 
1,163,6,2 Years,"45,000/-", N.A ,passed in 10th  
1,164,6,2 Years,"70,000/-", N.A ,Bachelor's degree in Operation Theatre Technology
1,165,6,2 Years,"70,000/-", N.A ,Bachelor's degree in Medical Image Technology  
1,166,6,2 Years,"70,000/-", N.A ,Bachelor's degree in Dialysis technology/Therapy
1,167,6,2 Years,"70,000/-", N.A , Bachelor’s degree in Optometry 
1,168,6,2 Years,"70,000/-", N.A ,MBBS/ BDS/ BVCS/ B.Sc. Life Sciences/ B.Sc. Biology/ B.Sc. 
1,169,6,4 Years,"70,000/-", N.A ,passed in 10+2 Medical
1,170,6,3 Years,"70,000/-", N.A ,passed in 10+2 Medical
1,171,6,3 Years,"70,000/-", N.A ,passed in 10+2 Medical
1,172,6,3 Years,"70,000/-", N.A ,passed in 10+2 Medical
1,173,6,3 Years,"70,000/-", N.A ,passed in 10+2 Medical
1,174,6,3 Years,"70,000/-", N.A ,passed in 10+2 Medical
1,175,6,1 Year,"40,000/-", N.A ,passed in10+2 in any stream
1,176,6,1 Year,"40,000/-", N.A ,passed in10+2 in any stream
1,177,6,1 Year,"40,000/-", N.A ,passed in10+2 in any stream
1,178,6,6 Months,"40,000/-", N.A ,passed in10+2 in any stream
1,179,6,1 Year,"40,000/-", N.A ,passed in10+2 in any stream
1,180,6,2 Years,"50,000/-", N.A ,passed in 10+2 Medical
1,181,6,2 Years,"50,000/-", N.A ,passed in 10+2 Medical
1,182,6,2 Years,"50,000/-", N.A ,passed in 10+2 Medical
1,183,6,2 Years,"50,000/-", N.A ,passed in 10+2 Medical
1,184,6,2 Years,"50,000/-", N.A ,passed in 10+2 Medical
1,185,6,4 Years,"1,00,000/-", N.A ,10+2 class passed with Science (PCB) & English Core/English Elective with aggregate of 45% marks from recognized board under AISSCE/CBSE/ICSE/SSCE/HSCE                                               OR                                                                                Students appearing in 10+2 examination in Science conducted by National Institute of Open School with 45% marks.
1,186,6,3 Years,"70,000/-", N.A ,"10+2 class passed preferably Science (PCB) & English with aggregate of 40% marks                .OR
10+2 in Arts (Mathematics, Biotechnology, Economics, Political Science, History, Geography, Business Studies, Accountancy, Home Science, Sociology, Psychology, Philosophy) and English Core/English Elective or Health care Science - Vocational stream ONLY, passing out from recognized Board under AISSCE/CBSE/ICSE/SSCE/HSCE or other equivalent Board with 40% marks.                     OR
10+2 vocational ANM under CBSE Board or other equivalent board with 40% marks.
Registered as ANM with State Nursing Registration Council.
OR
Students qualified in 10+2 Arts or Science examination or Health care Science - Vocational stream ONLY conducted by National Institute of Open School with 40% marks.
"
1,187,6,1 Year,"45,400/-", N.A ,passed in  bachelor of Library Science
1,188,6,1 Year,"43,400/-", N.A ,"Passed in Graduation in any stream
"
1,189,8,2 Years,"1,00,000/-", N.A ,Passed in Graduation in any stream
1,190,8,3 Years,"1,00,000/-", N.A ,passed in 10+2 in any stream
1,191,8,1 Year,"40,000/-", N.A ,passed in 10+2 in any stream
1,192,8,2 Years,"40,000/-", N.A ,passed with Bachelor’s degree (any discipline) (with music /Dance as one of the main subjects) 
1,193,8,3 Years,"40,000/-", N.A ,passed in 10+2 or equivalent
1,194,7,4 Years / 3Years,"76,000/-", N.A ,passed in 10+2 in any stream 
1,195,7,4 Years / 3Years,"76,000/-", N.A ,passed in 10+2 in any stream 
1,196,7,4 Years / 3Years,"76,000/-", N.A ,passed in 10+2 in any stream 
1,197,7,4 Years / 3Years,"76,000/-", N.A ,passed in 10+2 in any stream 
1,198,7,4 Years / 3Years,"76,000/-", N.A ,passed in 10+2 in any stream 
1,199,7,4 Years / 3Years,"76,000/-", N.A ,passed in 10+2 in any stream 
1,200,7,4 Years / 3Years,"76,000/-", N.A ,passed in 10+2 in any stream 
1,201,7,3 Years / 2 Years,"76,000/- / 90,000/-", N.A , passed in Diploma in Interior Design
1,202,7,3 Years / 2 Years,"76,000/- / 90,000/-", N.A ,passed in Diploma in Fashion Design/Garment Design and Fashion Technology/Textile Design
1,203,7,3 Years / 2 Years,"76,000/- / 90,000/-", N.A ,passed in Diploma in 3 -D Animation and Graphics
1,204,7,3 Years / 2 Years,"76,000/- / 90,000/-", N.A ,passed in Diploma in 3 -D Animation and Graphics
1,205,7,3 Years / 2 Years,"76,000/- / 90,000/-", N.A ,passed in Diploma in Fashion Design
1,206,7,3 Years / 2 Years,"76,000/- / 90,000/-", N.A ,passed in Diploma in 3 -D Animation and Graphics
1,207,7,2 Years,"40,000/-", N.A ,passed in  Bachelor’s degree in any stream or equivalent.
1,208,7,2 Years,"40,000/-", N.A ,passed in  Bachelor’s degree in any stream or equivalent.
1,209,7,2 Years,"40,000/-", N.A ,passed in  Bachelor’s degree in any stream or equivalent.
1,210,7,3 Years,"76,000/-", N.A ,passed in 10+2 in any stream
1,211,7,2 Years,"76,000/-", N.A ,Graduation in any stream
1,212,7,2 Years,"51,000/-", N.A ,"4 years BFA in any stream under 10+2+4 or 10+5 pattern or any BA with Diploma in Arts & Crafts, Fashion Designing or Interior Designing."
1,213,7,2 Years,"51,000/-", N.A ,"4 years BFA in any stream under 10+2+4 or 10+5 pattern or any BA with Diploma in Arts & Crafts, Fashion Designing or Interior Designing."
1,214,7,2 Years,"51,000/-", N.A ,"4 years BFA in any stream under 10+2+4 or 10+5 pattern or any BA with Diploma in Arts & Crafts, Fashion Designing or Interior Designing."
1,215,7,2 Years,"51,000/-", N.A ,"4 years BFA in any stream under 10+2+4 or 10+5 pattern or any BA with Diploma in Arts & Crafts, Fashion Designing or Interior Designing."
1,216,7,4 Years,"45,000/-", N.A ,"10+2 in any stream  or 10th with two years Diploma in Art & Craft, Fine Arts, Fashion Designing or Interior Designing."
1,217,7,4 Years,"45,000/-", N.A ,"10+2 in any stream  or 10th with two years Diploma in Art & Craft, Fine Arts, Fashion Designing or Interior Designing."
1,218,7,4 Years,"45,000/-", N.A ,"10+2 in any stream  or 10th with two years Diploma in Art & Craft, Fine Arts, Fashion Designing or Interior Designing."
1,219,7,3 Years,"40,000/-", N.A ,passed in 10+2 in any stream
1,220,7,3 Years,"40,000/-", N.A ,passed in 10+2 in any stream
1,221,7,3 Years,"40,000/-", N.A ,passed in 10th 
1,222,7,3 Years,"40,000/-", N.A ,passed in 10th 
1,223,7,3 Years,"40,000/-", N.A ,passed in 10th 
1,224,7,3 Years,"40,000/-", N.A ,passed in 10th 
1,225,7,3 Years,"40,000/-", N.A ,passed in 10th 
1,226,4,2 Years,"40,000/-", N.A ,passed in 10+2
1,227,7,3 Years / 2 Years,"40,000/-", N.A ,passed in10+2 in Non Medical
1,228,7,6 Years,"40,000/-", N.A ,passed in 10th 
1,229,7,6 Years,"40,000/-", N.A ,passed in 10th 
1,230,7,5 Years,"1,10,000/-", N.A ,Passed 10+2 in non medical
1,231,7,1 Year,"60,000/-", N.A ,"B.E. or B.Tech./ Post Graduate degree in Geography, Geology, Agriculture, Architecture, Civil,
Computer Science, Physics, Chemistry, Mathematics, Statistics, Soil Science, Earth Science,
Environment, Urban Planning, Rural Management, Disaster Management, Forestry, Oceanography,
MBA from a recognised University with a minimum 60% of marks"
1,232,7,3 Years,"40,400/-", N.A , passed in 10th pass
1,233,7,6 Years,"40,000/-", N.A , passed in 10th pass
1,234,7,6 Years,"40,000/-", N.A , passed in 10th pass
1,235,4,3 Years,"40,000/-", N.A ,passed in 10+2 in  any stream
1,236,10,3 Years,"78,000/-", N.A ,passed in10+2 with any stream
1,237,10,3 Years,"78,000/-", N.A ,passed in10+2 with any stream
1,238,10,2 Years,"78,000/-", N.A ,passed  in Diploma (Hotel Management) [(3 yrs. after 10th ) or (2 yrs./ 1 yr. after 10+2)] or equivalen
1,239,10,2 Years,"78,000/-", N.A ,passed  in Diploma (Hotel Management) [(3 yrs. after 10th ) or (2 yrs./ 1 yr. after 10+2)] or equivalen
1,240,10,1.5 Years,"39,400/-", N.A ,passed in 10th 
1,241,10,1.5 Years,"39,400/-", N.A ,passed in 10th 
1,242,10,6 Months,"40,000/-", N.A ,passed in 10th 
1,243,10,1.5 Years,"40,000/-", N.A ,passed in 10+2 or equivalent with English as one of the subjects
1,244,10,1.5 Years,"40,000/-", N.A ,passed in 10+2 or equivalent with English as one of the subjects
